,images,name_of_dog
6595,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_3480.jpg,yorkshire terrier
6596,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_3526.jpg,yorkshire terrier
6597,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_3560.jpg,yorkshire terrier
6598,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_3604.jpg,yorkshire terrier
6599,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_3613.jpg,yorkshire terrier
6600,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_3640.jpg,yorkshire terrier
6601,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_3642.jpg,yorkshire terrier
6602,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_3655.jpg,yorkshire terrier
6603,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_3704.jpg,yorkshire terrier
6604,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_3766.jpg,yorkshire terrier
6605,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_3812.jpg,yorkshire terrier
6606,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_3848.jpg,yorkshire terrier
6607,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_3878.jpg,yorkshire terrier
6608,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_3881.jpg,yorkshire terrier
6609,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_3905.jpg,yorkshire terrier
6610,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_3947.jpg,yorkshire terrier
6611,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_3983.jpg,yorkshire terrier
6612,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_3999.jpg,yorkshire terrier
6613,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_4005.jpg,yorkshire terrier
6614,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_4028.jpg,yorkshire terrier
6615,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_4091.jpg,yorkshire terrier
6616,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_4167.jpg,yorkshire terrier
6617,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_4181.jpg,yorkshire terrier
6618,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_4198.jpg,yorkshire terrier
6619,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_4214.jpg,yorkshire terrier
6620,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_4248.jpg,yorkshire terrier
6621,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_4399.jpg,yorkshire terrier
6622,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_4588.jpg,yorkshire terrier
6623,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_4624.jpg,yorkshire terrier
6624,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_4710.jpg,yorkshire terrier
6625,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_478.jpg,yorkshire terrier
6626,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_4916.jpg,yorkshire terrier
6627,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_4990.jpg,yorkshire terrier
6628,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_515.jpg,yorkshire terrier
6629,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_5155.jpg,yorkshire terrier
6630,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_5176.jpg,yorkshire terrier
6631,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_5350.jpg,yorkshire terrier
6632,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_5356.jpg,yorkshire terrier
6633,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_5384.jpg,yorkshire terrier
6634,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_540.jpg,yorkshire terrier
6635,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_5500.jpg,yorkshire terrier
6636,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_5868.jpg,yorkshire terrier
6637,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_621.jpg,yorkshire terrier
6638,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_6258.jpg,yorkshire terrier
6639,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_63.jpg,yorkshire terrier
6640,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_6328.jpg,yorkshire terrier
6641,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_6338.jpg,yorkshire terrier
6642,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_6672.jpg,yorkshire terrier
6643,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_668.jpg,yorkshire terrier
6644,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_701.jpg,yorkshire terrier
6645,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_708.jpg,yorkshire terrier
6646,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_716.jpg,yorkshire terrier
6647,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_719.jpg,yorkshire terrier
6648,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_7191.jpg,yorkshire terrier
6649,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_730.jpg,yorkshire terrier
6650,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_7394.jpg,yorkshire terrier
6651,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_7445.jpg,yorkshire terrier
6652,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_745.jpg,yorkshire terrier
6653,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_7464.jpg,yorkshire terrier
6654,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_7495.jpg,yorkshire terrier
6655,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_7702.jpg,yorkshire terrier
6656,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_7827.jpg,yorkshire terrier
6657,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_785.jpg,yorkshire terrier
6658,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_795.jpg,yorkshire terrier
6659,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_800.jpg,yorkshire terrier
6660,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_8419.jpg,yorkshire terrier
6661,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_8535.jpg,yorkshire terrier
6662,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_8580.jpg,yorkshire terrier
6663,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_8669.jpg,yorkshire terrier
6664,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_889.jpg,yorkshire terrier
6665,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_8977.jpg,yorkshire terrier
6666,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_923.jpg,yorkshire terrier
6667,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_96.jpg,yorkshire terrier
6668,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_9618.jpg,yorkshire terrier
6669,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_962.jpg,yorkshire terrier
6670,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_967.jpg,yorkshire terrier
6671,images/stanford-dogs-dataset/images/Images/n02094433-Yorkshire_terrier/n02094433_9739.jpg,yorkshire terrier
6672,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1033.jpg,wire
6673,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1043.jpg,wire
6674,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_105.jpg,wire
6675,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1054.jpg,wire
6676,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_108.jpg,wire
6677,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1080.jpg,wire
6678,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1100.jpg,wire
6679,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1104.jpg,wire
6680,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1116.jpg,wire
6681,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1177.jpg,wire
6682,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1212.jpg,wire
6683,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1268.jpg,wire
6684,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1278.jpg,wire
6685,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1282.jpg,wire
6686,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_138.jpg,wire
6687,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1395.jpg,wire
6688,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1407.jpg,wire
6689,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1505.jpg,wire
6690,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1533.jpg,wire
6691,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1536.jpg,wire
6692,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_157.jpg,wire
6693,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1577.jpg,wire
6694,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1582.jpg,wire
6695,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1583.jpg,wire
6696,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1660.jpg,wire
6697,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1665.jpg,wire
6698,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1672.jpg,wire
6699,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1704.jpg,wire
6700,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1705.jpg,wire
6701,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1717.jpg,wire
6702,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1754.jpg,wire
6703,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1772.jpg,wire
6704,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1780.jpg,wire
6705,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1782.jpg,wire
6706,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1789.jpg,wire
6707,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1814.jpg,wire
6708,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1820.jpg,wire
6709,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1829.jpg,wire
6710,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1835.jpg,wire
6711,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1866.jpg,wire
6712,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_188.jpg,wire
6713,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1884.jpg,wire
6714,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1894.jpg,wire
6715,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1917.jpg,wire
6716,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1945.jpg,wire
6717,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1969.jpg,wire
6718,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1974.jpg,wire
6719,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1976.jpg,wire
6720,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_1997.jpg,wire
6721,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2.jpg,wire
6722,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2038.jpg,wire
6723,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2059.jpg,wire
6724,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2130.jpg,wire
6725,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2139.jpg,wire
6726,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2162.jpg,wire
6727,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2196.jpg,wire
6728,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2198.jpg,wire
6729,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2205.jpg,wire
6730,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2230.jpg,wire
6731,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2247.jpg,wire
6732,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2256.jpg,wire
6733,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_227.jpg,wire
6734,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2308.jpg,wire
6735,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2310.jpg,wire
6736,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2314.jpg,wire
6737,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2338.jpg,wire
6738,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2354.jpg,wire
6739,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2372.jpg,wire
6740,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2421.jpg,wire
6741,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2424.jpg,wire
6742,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2460.jpg,wire
6743,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2472.jpg,wire
6744,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2519.jpg,wire
6745,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_252.jpg,wire
6746,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2564.jpg,wire
6747,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2609.jpg,wire
6748,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_261.jpg,wire
6749,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2664.jpg,wire
6750,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2683.jpg,wire
6751,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2687.jpg,wire
6752,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2699.jpg,wire
6753,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2742.jpg,wire
6754,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2754.jpg,wire
6755,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2803.jpg,wire
6756,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2827.jpg,wire
6757,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2841.jpg,wire
6758,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2863.jpg,wire
6759,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2864.jpg,wire
6760,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2876.jpg,wire
6761,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_289.jpg,wire
6762,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2890.jpg,wire
6763,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2904.jpg,wire
6764,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_293.jpg,wire
6765,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2932.jpg,wire
6766,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_2964.jpg,wire
6767,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_3006.jpg,wire
6768,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_3039.jpg,wire
6769,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_3052.jpg,wire
6770,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_3054.jpg,wire
6771,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_3084.jpg,wire
6772,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_3091.jpg,wire
6773,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_3153.jpg,wire
6774,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_3166.jpg,wire
6775,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_318.jpg,wire
6776,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_3185.jpg,wire
6777,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_3189.jpg,wire
6778,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_3217.jpg,wire
6779,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_3227.jpg,wire
6780,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_3240.jpg,wire
6781,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_3242.jpg,wire
6782,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_3246.jpg,wire
6783,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_3295.jpg,wire
6784,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_3299.jpg,wire
6785,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_3316.jpg,wire
6786,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_3321.jpg,wire
6787,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_3343.jpg,wire
6788,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_3364.jpg,wire
6789,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_3372.jpg,wire
6790,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_3395.jpg,wire
6791,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_3451.jpg,wire
6792,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_3472.jpg,wire
6793,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_3483.jpg,wire
6794,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_3495.jpg,wire
6795,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_3509.jpg,wire
6796,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_3512.jpg,wire
6797,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_3527.jpg,wire
6798,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_367.jpg,wire
6799,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_397.jpg,wire
6800,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_398.jpg,wire
6801,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_401.jpg,wire
6802,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_448.jpg,wire
6803,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_464.jpg,wire
6804,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_481.jpg,wire
6805,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_493.jpg,wire
6806,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_504.jpg,wire
6807,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_547.jpg,wire
6808,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_550.jpg,wire
6809,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_591.jpg,wire
6810,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_594.jpg,wire
6811,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_613.jpg,wire
6812,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_651.jpg,wire
6813,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_662.jpg,wire
6814,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_663.jpg,wire
6815,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_669.jpg,wire
6816,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_691.jpg,wire
6817,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_725.jpg,wire
6818,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_740.jpg,wire
6819,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_777.jpg,wire
6820,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_792.jpg,wire
6821,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_80.jpg,wire
6822,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_807.jpg,wire
6823,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_928.jpg,wire
6824,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_942.jpg,wire
6825,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_956.jpg,wire
6826,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_963.jpg,wire
6827,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_969.jpg,wire
6828,images/stanford-dogs-dataset/images/Images/n02095314-wire-haired_fox_terrier/n02095314_996.jpg,wire
6829,images/stanford-dogs-dataset/images/Images/n02095570-Lakeland_terrier/n02095570_1031.jpg,lakeland terrier
6830,images/stanford-dogs-dataset/images/Images/n02095570-Lakeland_terrier/n02095570_104.jpg,lakeland terrier
6831,images/stanford-dogs-dataset/images/Images/n02095570-Lakeland_terrier/n02095570_1057.jpg,lakeland terrier
6832,images/stanford-dogs-dataset/images/Images/n02095570-Lakeland_terrier/n02095570_1068.jpg,lakeland terrier
6833,images/stanford-dogs-dataset/images/Images/n02095570-Lakeland_terrier/n02095570_1088.jpg,lakeland terrier
6834,images/stanford-dogs-dataset/images/Images/n02095570-Lakeland_terrier/n02095570_1131.jpg,lakeland terrier
6835,images/stanford-dogs-dataset/images/Images/n02095570-Lakeland_terrier/n02095570_1148.jpg,lakeland terrier
6836,images/stanford-dogs-dataset/images/Images/n02095570-Lakeland_terrier/n02095570_1149.jpg,lakeland terrier
6837,images/stanford-dogs-dataset/images/Images/n02095570-Lakeland_terrier/n02095570_1157.jpg,lakeland terrier
6838,images/stanford-dogs-dataset/images/Images/n02095570-Lakeland_terrier/n02095570_1171.jpg,lakeland terrier
6839,images/stanford-dogs-dataset/images/Images/n02095570-Lakeland_terrier/n02095570_1176.jpg,lakeland terrier
6840,images/stanford-dogs-dataset/images/Images/n02095570-Lakeland_terrier/n02095570_1208.jpg,lakeland terrier
6841,images/stanford-dogs-dataset/images/Images/n02095570-Lakeland_terrier/n02095570_126.jpg,lakeland terrier
6842,images/stanford-dogs-dataset/images/Images/n02095570-Lakeland_terrier/n02095570_1270.jpg,lakeland terrier
6843,images/stanford-dogs-dataset/images/Images/n02095570-Lakeland_terrier/n02095570_1283.jpg,lakeland terrier
