,business_id,date,review_id,stars,type,user_id,cool,useful,funny,first_word,second_word,third_word,fourth_word,fifth_word,sixth_word,seventh_word,eighth_word,ninth_word,tenth_word,elevnth_word,twelfth_word,thirteenth_word,fourteenth_word,fifteenth_word,sixteenth_word,seventeenth_word,eighteenth_word,nineteenth_word,twentieth_word
2380,JksZiHb_Vj1tYRTpuTg-uQ,2011-03-02,7LNMaPogQ66p50tOXTHw9g,5,review,4ozupHULqGyO42s3zNUzOQ,2,3,2,I'm,giving,this,Office,Max,five,stars,for,"convenience,",friendly,"service,",competitively,priced,products,a,stocked,shelves.,"

This",Office,Max
2381,UIfORCz28cEGMr_9p0eJ5g,2010-11-26,ZXenZaKVMZ8FVOLe1Sbbhg,4,review,XqMkm-DD9VsdcKx2YVGhSA,0,2,0,I'm,a,sucker,for,sweet,potato,fries!,,Any,place,serving,this,yummy,delicious,ingredient,deserves,my,love.,,I
2382,wyxsEFTGC1MuadT2SpTE3g,2012-10-22,EpIQBIBC_pSLHL5iPymguQ,5,review,JxytDdximBz9C1phOrd7pQ,0,0,0,Tasty,Thai-,is.,But,it,could,also,be,called,Delicious,Thai.,And,the,service,is,always,great!,n/a,n/a,n/a
2383,u0NbikWwP7TVkMkCily-4g,2010-07-22,M6f3hxIjgi8B4HQxm4stbg,4,review,UG0gkwl621U29BWpgSYRlg,2,3,1,In,"2006,",I,returned,to,the,P,A,M,after,a,long,absence.,,,I,went,to,see,a
2384,jgWAgT7LWPTf5wju9Q-kiw,2012-07-08,Mdz_bofx87BWzCZsbW2DkQ,4,review,JGGXT447a5zVfanaIUb8uQ,0,1,0,I,am,glad,I,found,this,place,but,it,is,a,bit,far,from,where,I,am,staying,at,in
2385,pa_Ft6pLLWo-w_iopBsu0g,2010-02-22,VHlEeajmQg6oVBHYmaoUvA,4,review,C6IOtaaYdLIT5fWd7ZYIuA,4,5,3,3.5,"stars

Fast",friendly,service,and,the,food,was,good.,"

I",ordered,Hung,Pao,rice,"bowl,",while,it,was,not,huge
2386,VKNl2-aF4n1x7lPVyU-Mag,2011-04-02,ovvWjSlkAt2lUeaFajvOvg,4,review,lPaYMDmJbAnv_3pmZH_inw,4,5,2,Imagine,"this,",a,swanky,new,Scottsdale,restaurant,that,has,down,to,earth,"prices,",fantastic,food,and,attentive,top-notch,service?,Sometimes
2387,4sW8Z6NLXLRkruSKSKUEUw,2008-11-18,BArcyDITvBmLuE-v83SJLA,3,review,ZrUZtLgLOn15v2NIZl-oKQ,2,4,1,I'm,so,glad,this,corner,has,been,revived,again--though,I,never,got,to,try,Willo,House.,The,biggest,plus,for
2388,qcylQLL-fXdFHrdXC2jZFw,2009-08-19,FPRVeUVWhiUe-hvDOlHhgQ,2,review,jopndPrv-H5KW2CfScnw9A,3,3,1,Monday,night,attract,a,bros,and,hos,crowd,that,thinks,they,are,better,than,everyone,else,with,a,few,cool
2389,VY_tvNUCCXGXQeSvJl757Q,2010-01-02,AlinOQjaTdEFrW6tun1Xhw,2,review,POHQEtLi_u1MkysI7Hn0DQ,1,2,1,This,was,just,ok.,I,got,the,steakhouse,"salad,",which,came,with,four,pieces,of,meat,the,size,of,quarters.
2390,Rfp9HX_RhdcMwiKA8Wfl4g,2009-09-09,QofDFNqDBV3fdVb8hhwDXA,2,review,fev0iI-XDrteD4SYRKjiUw,1,1,1,What,a,lame,store.,,The,employees,didn't,say,hi,to,me,once,and,were,totally,unhelpful.,,Their,dog
2391,zp713qNhx8d9KCJJnrw1xA,2010-03-10,SJWeFwy7y0d9oEoYNj2vAw,5,review,B4K5ruafil9RSDiTIL-1Bw,0,0,0,If,this,place,only,served,chips,and,their,salsa,"bar,",I,would,still,give,it,5,stars!,,As,a
2392,9Woei-yx8GFIOeZ3eo_ElQ,2008-02-24,yUk0l8oOpN5UpzSKswNslA,4,review,cTQOEKBVSqrsyVl2Ssyolg,0,3,0,Sports,Chalet,is,the,most,complete,sporting,goods,and,outdoor,store,I,have,ever,seen.,They,have,a,vast,selection
2393,Xq1FtLSV54Spf-HfONc1aA,2012-04-16,XsFCbidWcFmpcHrJFSolWg,4,review,_GVAV2LjUWEs9fGjslex_A,0,0,0,These,guys,have,some,yummy,donuts,and,the,prices,are,great.,,Their,donuts,seems,to,be,more,authentic...,they
2394,zG_wv69bsllw_PWhOmoAKQ,2011-03-26,12bupTNyycNPXhf9JXXyzw,5,review,X_m9AySkNyZCsnxCuYZ2qg,1,2,0,Tarbell's,is,top,notch,in,all,areas!,,Food,"quality,","service,","ambience,",amazing!,,I,recently,took,ten,business,associates
2395,STv-ED3M2xmRFMSvQbWGaw,2009-03-05,EGehz7FYTyT1LVpkIxfBvg,5,review,X6GycoLMzQaocXBANVnB4Q,0,0,0,Amazing,"cheesesteak.

One",mile,from,my,home,is,Corleone's.,About,15-20,minutes,from,my,home,is,Capriotti's.,I,never,go,to
2396,IuAPYzf3NSyfyXYgT46YVA,2011-11-18,TMgkOvM1iBpkiZADCZdT2g,2,review,-UyNlq8TwNTY0faXlAgJOQ,0,1,0,Two,stars,for,bad,service,"and,","damn,",I,have,to,the,tell,the,"truth,",a,lousy,appetizer.,,Had,the
2397,PoRYjYUSjmeWM1WLsx_45w,2011-01-10,0Z8DEk7NkirK1k88GMaerQ,5,review,d1zJj49Q5ikgvqQX0534RQ,1,1,0,I,have,been,exploring,more,of,the,park,recently.,,I,want,to,add,that,the,National,Trail,(which,is
2398,TfTlOE6h9E9o34dEkw9L_w,2009-04-08,d8_hIfyaU8ldWWBPr5yQKw,4,review,B7McDYDrf4R814OT3xwInQ,0,1,0,We,popped,in,here,for,a,brew,while,walking,around,heritage,"square.
The",waitstaff,is,very,friendly,and,"attentive.
Note:",if,you
2399,uR2aNW75R4oYs9w7aw-_kQ,2009-05-11,w3HePDmt2PJEinnJiB50fg,4,review,kG8jkVFgOAOq6Ht6RvAjEQ,0,1,0,Went,with,a,party,of,10,this,past,weekend,for,my,best,friend's,birthday,extravaganza.,We,had,teppanyaki,and,our
2400,4meJyPOhuAKzywUJTmu2hw,2008-11-29,qSLByPSKUzX4iDZ0X9GA7Q,3,review,QwO4LVCiPZZdg5URrQfYpw,1,1,1,Decent,food,at,not,unreasonable,prices.,The,service,is,good.,What,is,up,with,the,hyper,aggressive,pigeons,on,the
2401,yYbd9P1KmlPSKmQxo68n_g,2011-08-08,Sa8YTz2qAVH9FZHuWTVxuw,4,review,lfx2ppICJdX-rjT8Z8anXw,0,1,0,Went,on,a,recommendation,from,my,brother...I,owe,him,a,beer,or,something!,,"Great,",great,food.,,The,bbq
2402,24OmQWFTnbfGv-e8GyEMAw,2010-07-07,25bhK5sNDc2SheiNknIWKw,4,review,ykTUd9nIYDkQYhpntgcTVw,0,0,0,Chambord,margaritas,are,killer!,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2403,w19cemjVR8u02PgjFpJ7Mw,2010-02-26,A7-GTixssxJw_WCwx0jNQQ,3,review,W_h8ZrIS6mpO4bCqdmbCZg,0,0,0,Been,going,to,Pita,since,they,were,a,take,out,only,in,Tempe.,Fast,forward,15,+,years.,They,are
2404,5TqcNDDrx2MKBBG_1cm2Jg,2012-02-08,EH1uGYFPiksUOCMc_MtvIQ,5,review,vAbAUUNnbl236hKAFPk25g,0,1,1,I,have,been,going,to,Physical,Therapy,for,several,weeks,working,on,Plantar,Faciatis,(ripped,tendons,in,the,"foot),",I
2405,EWMwV5V9BxNs_U6nNVMeqw,2009-06-14,mRtpQtc1CDnFvNaQf7D_Jg,3,review,RHX2qpUTOv2usuckZIil8Q,3,5,1,FEZ...,The,two,times,that,I,went,it,was,in,the,afternoon,on,the,weekend.,Both,"times,",I,was,able
2406,R8VwdLyvsp9iybNqRvm94g,2012-12-19,2qjP7DdoQaH92LIArCJ8Kg,4,review,Z0_C4HRVvkLkyEsVGGMnkg,1,1,1,A,bit,"pricey,",yet,one,of,the,best,breakfast,sandwiches,you,will,find.,,Parking,is,slim.,n/a,n/a,n/a
2407,YhBFM3xy2G6DQC2VKXVkTA,2010-12-06,RORa5kdk2IqCvaut7hCueQ,5,review,Pl4fs0QWR8FbnVNCzqF9lg,1,1,1,Recently,bought,a,house,and,had,issues,with,the,speed,and,interference,with,the,very,many,wifi,networks,around,"me.
I"
2408,9mx6uFh_lSj6SOSW4fMWWg,2009-12-04,oumDKass1inZmpqJhFAgiA,4,review,TqkBwRmoEgECElxeY0OgKA,2,2,0,Nice,bowling,alley.,,I,liked,it,alot,and,the,staff,was,very,helpful,when,we,could,not,figure,stuff
2409,quzkSK2uZEl-j_24vZmdMg,2012-10-14,d5BGT5xkJcJO1H8QzOh-Zg,5,review,s7_1a2QHEQIoSffJvyPb8g,0,0,1,Been,here,twice.,First,time,to,fix,a,broken,window,regulator,and,the,second,time,to,get,a,checkup.,All
2410,WImuwx-hNX3_bbIAAFh7zQ,2011-01-28,ZKB3gAS1nkx4PdcuQMbpxg,3,review,WOvk1xbVe-F_FrZK5fEKQA,0,0,0,So,following,the,previously,reviewed,experience,I,received,a,phone,call,from,the,Dr.,who,was,very,intent,on,making
2411,Y293fHh5SZ0_9BZm4M6BCg,2010-08-07,IuGDOM0RoT5mewUia4jGCQ,3,review,IhcTLLWKS6ZiNyIX9oQQPQ,1,1,0,The,food,was,good,-,nothing,extra,special.,,I,like,that,you,get,guacamole,with,your,meal,and,that
2412,d52zg-S0o940WUCK-nNiKw,2009-05-23,OVMAPAqvIsSEpqenBXwS8w,4,review,q904xpWOBDPkHqxZm9YulQ,0,0,1,This,place,would,have,gotten,5,stars,for,the,"food,",but,I,deducted,for,the,decor.,In,my,humble,opinion
2413,YWu5xMCsAkC9saRWAZAk1Q,2011-12-30,Q_GsLJ8_my78QyD2mZkv-g,5,review,paVPYjJfqMXEOkXwhpRDKg,0,0,0,This,is,like,a,little,sanctuary,on,the,West,Side,with,a,few,amazing,therapists.,The,LMTs,are,pretty,different
2414,DxUn-ukNL27GOuwjnFGFKA,2008-06-03,FxvbsDJFS4zJ7M36SqBITw,5,review,vC-9ROCPBhWuXtMcBNeDiQ,0,3,0,Japanese,"chefs,",top,notch,"sashimi,",affordable,neighborhood,sushi,place!,"5/5

I'd",lived,in,Japan,before,and,this,place,can,beat,those
2415,7QSYBp2-AOdyUJXEaLnbgA,2011-01-08,RK0roqYbTA-phbBM0EHUWA,5,review,DfJ8B8T1fgNA6_ZT-aeUlQ,0,1,0,I,couldn't,wait,to,get,home,and,yelp,this,place.,Five,"stars,",too!,"
After",a,(raw,chicken),bad,experience,some
2416,c4y8FA6XmGxxPhv0PNtU5g,2011-07-19,vrC4G-RulTSwLkKr6Pq9Wg,5,review,gJEJg1fPVDPnkdcVFbVlBQ,0,3,0,Located,in,the,space,formerly,occupied,by,LGO's,short,lived,Radio,"Milano,",the,north,side,of,Campbell,has,been,reincarnated
2417,RmA5zN-Bs89lsTuY6v8W3Q,2008-09-21,WuclF2kuNH_5OBIXEhKkNg,2,review,7zJeiY6YGosO7jakhlK91A,2,2,2,This,is,not,that,great,of,a,place.,,It's,very,upscale,but,the,folks,behind,the,sushi,bar,don't
2418,8kunNClZ1AD0Rj5bDiFdrQ,2011-12-28,vttwuoRKX_LJ1FOW0qCyEg,4,review,HnlVxMJUFt0senwi9mYzuA,0,0,0,Love,their,salad,"bar,",so,much,to,"eat,",not,as,much,as,sweet,tomatoes,but,good,nevertheless!,Only,suggestion,would
2419,YKOvlBNkF4KpUP9q7x862w,2009-09-11,N2q3TaeGPf-u4hbQOSZ13g,4,review,fczQCSmaWF78toLEmb0Zsw,9,9,4,Since,The,Mission,is,getting,ready,to,celebrate,their,one,year,"anniversary,",I,figure,it's,time,for,an,update.,
2420,lk-6NXfpSgvNw7zm0xtUVw,2012-05-21,jIDokYgWG1ZlkdUrWIsq0A,4,review,gvLzuWRhEyFcfF-RymhhFg,0,2,0,So,we,have,passed,by,this,place,many,times.,,I've,been,into,the,Ace,Hardware,right,next,to,it
2421,Az69nueCy94SVKkWaNNR0Q,2011-06-07,XHhgUe4mnwTU8hqZHk9ZMw,4,review,gJEJg1fPVDPnkdcVFbVlBQ,1,4,2,Mostly,rave,reviews,on,Yelp,led,me,to,Le,"Chalet,",a,unique,little,indie,restaurant,amid,the,strip,malls,and
2422,6ie9xvy2WW1pn7RuBvGNhg,2012-04-26,6eiIToYaP7GXb4KZU8-ESQ,5,review,p4SNP70HYUpK_wXhRpIcFQ,0,1,0,I,love,Tasty,Kabob!,,Their,food,is,always,"excellent,",and,I,try,to,make,it,back,there,whenever,I
2423,r-a-Cn9hxdEnYTtVTB5bMQ,2010-08-03,vhzntcVEkAer_AYzkLs4Gw,4,review,--65q1FpAL_UQtVZ2PTGew,2,2,0,Throwing,the,picture,of,Sheriff,Arpaio,on,the,wall,"aside,",I,really,did,enjoy,the,burger,from,here.,After,reading
2424,sMO71vGV8wkKujOle3-v7g,2010-03-10,qGT5H6MpoKn5_LlDlpCwPA,3,review,XgIhw-aWaq_Fx3ZVQGjnuA,0,1,0,Dave's,has,a,good,BBQ,sauce,and,reminds,me,very,much,of,KC,style,BBQ,and,side's.,,I,have
2425,hh2lP4_2N-tk_OxmaTf_qA,2009-07-22,NMz3gC5nOSbKZJG_UjpASg,3,review,rLtl8ZkDX5vH5nAx9C3q5Q,0,0,0,I,have,been,wanting,to,eat,here,since,it,opened,and,finally,got,the,opportunity.,,The,ambiance,and,service
2426,uKSX1n1RoAzGq4bV8GPHVg,2012-05-14,SYeNPJ-4E8X0Kuu1lxrQfA,5,review,BjwXX-sChcjx2E55B_7rXg,3,4,4,Dim,lighting.,Fleet,Foxes.,Beautiful,upstairs,seating,that,almost,seems,secret.,Band,of,Horses.,Benches,that,are,less,cushy,than
2427,X7r9ogduV4JAaO_20nkZgg,2008-02-16,n4rbpFifo6e6xOPr2TgLNw,3,review,Is4eAXtc2oaUMZ57_QXP8A,0,0,0,Went,here,to,meet,up,with,LA,friends,during,Superbowl,weekend.,The,decor,is,pretty,unique,here,and,the,bathrooms
2428,4pC4jMoanLySaOgGRwyXLQ,2012-11-17,WmUCpGxZc0gU1XqQce8jfQ,5,review,VV3UzNU2D5OkDpwgxtoj7w,0,0,0,"Yes,",it,is,a,biker,bar.,,And,it,is,packed,with,them,at,certain,"times,",especially,weekends.,,I
2429,iqLVYrsX25XUZqjRjvbYfg,2011-08-28,H1oJiN5CU3nRAbt1FtawrA,1,review,nTCt6CV-qx3lHsHIMJqizg,1,3,1,Tried,a,couple,Tammie,Coe,cupcakes,and,a,mini,muffin,two,weeks,ago...,Unfortunately,for,"them,",I,also,sampled,Ollie
2430,KIgkwPEOxbfdeCk0ltycOQ,2010-03-29,9lvCdbf3fKr5O5bhvz90AQ,1,review,aCktH-ZuS2KwaScos8xNSA,0,1,1,Just,because,this,place,is,called,"""Maria","Maria""",doesn't,mean,they,sell,Mexican,food.,Their,menu,actually,says,"""Mexican",inspired
2431,GHYOl_cnERMOhkCK_mGAlA,2012-07-18,sPH0GRqMNOhp7IIxhK1M3A,4,review,M9cZwNoSKQDUVwO0R8UwIA,0,1,0,Had,the,super,burger,and,fries,tonight...,excellent!,"

I",like,that,while,they,do,have,some,tv's,on,with,sports
2432,1_43FZHx3P5D7X-CpIR9WA,2011-03-14,_jQYXSdXmVs1IWrld0jpLg,1,review,YeK95nGGvYsssVHzcWpmkA,0,3,0,I,work,right,across,the,street,and,a,few,of,us,went,here,for,lunch,one,afternoon.,I,ordered,a
2433,zp713qNhx8d9KCJJnrw1xA,2012-08-13,ydC7lfTH9PsDBxfPHo8ZEw,4,review,M6oU3OBf_E6gqlfkLGlStQ,0,3,0,Things,Evolve,over,"time,",so,has,La,"Condesa,",There,now,is,a,big,fancy,bar,and,a,somewhat,different,"menu.

What"
2434,CFaRVxsnN4Zjf28cbORKIA,2011-11-14,9JIIMd4KvnjBaHSOL8wsOA,4,review,KJ46NF0zN0lMDg6fhWrPdA,0,1,0,Great,food,and,friendly,staff.,,,The,chips,and,salsa,were,very,good.,So,were,the,chicken,chimichangas.,Great
2435,TwMfahsPHFnkLiqqvyalAQ,2009-04-11,qJJi0hlub1z7RuPooLYGkg,5,review,2NpYVMsQeyg7rIOkSHvP6Q,2,3,0,R.T.,O'Sullivan's,really,hit,the,spot!,The,service,and,the,atmosphere,were,outstanding.,We,were,put,into,the,back,room
2436,drqCrnSqtGffJ1z60aWkxg,2010-02-16,KTSW37UG6hvABl3-lLpWEA,3,review,TWf1hVrosPKBgFHkoujoXQ,0,0,1,Tilted,Kilt,is,alright.,I,have,been,here,a,few,times,and,what,stands,out,in,my,mind,is,nice
2437,ggBkO170QkYZAezFGMKYjQ,2009-12-10,1K8lpoRO5UCXwPOoezpWtg,3,review,h8WBkAyR6fXKBChqmsXbkg,1,1,1,Bizarre,location,with,good,food.,Don't,expect,an,"""environment"".",It's,poorly,decorated,but,looks,as,if,there,is,a,rockin
2438,tcxNX3YiHNbaobEpPFyOtA,2010-09-12,0hA3HG4cGDjEP4IFzIKVWw,3,review,J9u2d1P-nr937LGlZ3wmHQ,0,0,0,Good,fish,fry,place.,I've,also,had,there,Monster,Burger-,delish.,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2439,s1c4bXeV08ml2_iH4XLzhw,2012-03-17,9bJQt6514h9cg3xmxVDjLg,5,review,LuYDMWuZ51mMl32PVmsnpQ,0,0,0,I,have,been,going,to,Nails,101,for,a,long,"time,",and,I,love,them!,I,had,a,manicure,done
2440,0m0KmAYGvC34MfwJIEgCEA,2012-08-22,Ne_bcSSfG1hFPhw-ZnaYMw,5,review,qABKRj1ggJmtvrL9FMFtuA,0,0,0,I,love,Fuddruckers,because,I,can,put,my,own,toppings,on,including,"gooey,",melty,fake,cheese!,,"Also,",they,have
2441,vA9dAPd9fQt_3HqZylKfVA,2012-06-13,yLuHYUPAmoAWyXUw7hmQXw,4,review,8ZepxUnCcLRZ0NAE-YVy7g,0,1,0,If,you,like,a,juicy,sub,and,you,don't,mind,onions...,Ask,for,your,sub,to,be,made,Mike's,way!
2442,5tey93wPQOb7z6jOLJZ30w,2012-04-14,HLzVLxTmp0DUb_Dg8D42vA,4,review,kBlISlM0QgdkS_a15aRMkA,0,0,0,Kudos,to,the,manager,for,reaching,out,to,make,our,next,visit,here,better!!,The,wings,still,rank,high,in
2443,flUKBy7WHqYdfOrwU1A2SA,2009-05-02,AJ8SBbwlIAY05Ka2e2nshg,5,review,2FiNCj5rM3nF0qgaWf86Gg,1,1,1,The,food,is,"fantastic,",the,staff,is,helpful,and,the,atmosphere,is,comfortable.,"

The",food,at,El,Bravo,just,tastes
2444,Nq7eB1wB2EArUICtiNePvQ,2012-12-02,uuJ5SQQs3WQBFtMU8GVbRQ,5,review,rjsx6_pSqwl0zuiwa_tI2g,0,0,0,EXCELLENT,CUSTOMER,SERVICE!,"

Even",with,Happy,Hour,in,full,swing,and,the,place,full,of,parched,"Winkies,",the,service,at
2445,w19cemjVR8u02PgjFpJ7Mw,2009-03-31,zXsomljbtmS2Wd4pRlhI0Q,4,review,QfdqvcKtLBr15pMggtAjHg,0,0,0,holy,crap.,,try,the,side,order,of,garlic,mushrooms.,,they,are,little,pieces,of,heaven,that,are,such
2446,Dka36Pw7ibbHV6xIimQAOg,2011-04-14,EC_QTFsffVObxBTN2Cu-Jg,4,review,v721TYO7DMiU5Dfd8tOnmQ,0,1,0,Stopped,in,for,a,business,breakfast.,I,had,the,Chilaquiles,with,scrambled,eggs.,It,was,great.,It's,not,really,on
2447,LzSF8rvlsxqF-0qcHU7ikA,2009-09-21,w42rGXoCgnuRdAiNqgQY6Q,1,review,h7v_M_0-YVpSVZ2WD7FpAA,2,3,2,What.,,The.,,,Heck.,??,,,,Be,prepared,for,sticker,shock!,,I,walked,"in,",through
2448,JxVGJ9Nly2FFIs_WpJvkug,2012-07-23,J810oYDsd7pnavQ4X03Trg,4,review,CtuoM6_Im-xBZMAqPKMQ8A,0,0,0,They,built,a,Sauce,in,Minneapolis,&,it,only,lasted,three,months.,I'll,never,understand,"why,",but,I'm,excited,they
2449,cOUS79i4vltKIc_hy4OZBg,2010-09-29,hvvV_dMgmH8dj3JlhdEc4w,5,review,--65q1FpAL_UQtVZ2PTGew,1,2,1,This,review,has,been,waiting,and,waiting,for,me,to,get,it,out,"there,",so,here,"goes...

Baiz",market,reminds,me
2450,-lOSaCuBRAvX5JBifx-EMw,2010-10-10,d1CvzllHCEC0GoZohwgD3w,2,review,6kmu0mYbdpMIOZ6Y0eVsxg,3,6,2,I,started,a,new,job,and,the,bosses,brought,us,here,for,lunch.,,It,was,ok.,,I,got
2451,FeI75xIG8PF_XZ6P80gLBQ,2009-08-16,6rN-B5QvWjlGOXMCpjCfxQ,4,review,vhAn390OgR1H4DwacJdc7w,8,7,9,This,may,be,fiction.,,I,don't,know,for,sure.,,Here's,what,I,pretty,much,think,"happened.

The",other,night
2452,FgyBmc-XS_ViFAf8Wy25yA,2010-11-17,mqGVLqaIVln0_-f5F1aVPQ,5,review,El-nrOv6QtsmsOnkXQDknQ,0,1,0,I,recently,stayed,at,the,Sheraton,for,two,nights,while,attending,a,conference,in,Phoenix.,I,was,blown,away,by
2453,fb9eLHJ4S--TyXsarJJo-g,2012-08-07,wiOFzFx_gL9yF7Qn_TAG8Q,5,review,qYOtHoVCMkdmh73wvUohIA,0,1,0,This,place,is,still,"open,",but,the,name,has,been,changed,to,"Juba,",and,it,is,under,new,ownership.,Same
2454,J3VvIU1ZDqg9a9e7zK-QSQ,2010-02-09,Dp9NBDSc7sydckMeAM_H5w,2,review,a821uPZmO8R2w9R6BlrDRw,0,3,0,I,was,in,Mesa,for,a,workshop,over,the,"weekend,",and,this,was,a,convenient,place,to,eat.,I,wasn't
2455,6oRAC4uyJCsJl1X0WZpVSA,2010-05-17,XABPPSphqJ4PVrZbZ_AjtA,4,review,kq5Pdsy8Znyh9KEkxWT_QA,0,0,0,Haji-Baba,is,unique,by,being,both,a,restaurant,and,a,store!,As,"such,",the,restaurant,is,fairly,small-,so,if
2456,BINYfrtGp3A4w0d5E7kbYw,2011-02-17,ZpHwEE5ohvRJhE9-BwMS7Q,5,review,obNXmSNJ-DjzJC3nzfVkDg,3,4,0,I,want,to,preface,this,review,by,saying,that,I'm,close,friends,with,one,of,the,sushi,chef's,in,"training,"
2457,MYj5f-QxtGeKlhVVx1RD4g,2011-09-28,z7rZQ68udUddHny084Yh0g,4,review,MHqOB1BNjO2VhvbsMQCaHA,0,1,0,We,came,here,using,a,groupon,or,living,social,or,one,of,the,thousands,of,deals,now,available.,I,can't
2458,iXT19WQLq_5ua6uFNuVKpQ,2010-04-25,AfyUX0Vqmrpbi3I3Zi_f2w,4,review,hq0WUfau1Mh3GyHn8oVdNQ,11,12,7,My,eyebrows,definitely,needed,some,love...I've,ignored,them,so,long,that,they're,starting,to,resemble,2,fat,caterpillars,and,I'll
2459,bzDs0u8I-z231QVdIQWkrA,2012-01-29,8Ehxz8wqmg6Ypw36X19edA,4,review,LN_Y01b4W9hgtDade_XM4w,0,0,0,Went,there,today,for,lunch,for,the,first,time,and,had,the,del,Reyes,torta.,I,was,full,after,one
2460,hW0Ne_HTHEAgGF1rAdmR-g,2012-08-09,nLelxbl1xv_3Xc32rBrkHQ,1,review,0EtZMnRQF2YsXvWBQ7FauQ,1,1,1,Rental,car,"review.

118",degrees.,,Standing,outside,in,the,heat,waiting,for,a,bus.,,10,minutes,go,by,and
2461,wH9WtaTlrRawH_IpK90RPg,2012-09-27,DMCubsRz36lGnz3QM8WKLA,3,review,bITqkdi9OIsQXUpowk_saQ,0,0,0,Okay.....so....I,have,this,thing,about,going,out,in,Scottsdale,in,the,first,place,because,I'm,always,like,"""that",one,natural
2462,BtX9mA5dYDzULGVPC4-I-A,2012-03-15,aPkgxX7cBTD3JdGpmPIXjg,1,review,e6iM8wQzEv7bb8jXVOQjQA,0,1,1,Every,time,I've,been,there,they,have,messed,up,my,order,in,some,way.,The,first,time,I,ordered,a
2463,e5kc0CQ4R-PCCDgb274gSg,2010-05-03,rVqYA41K85_Y-ZpsvT09dw,4,review,0KXxuKxlspsO6CrDLgQJ-w,1,1,0,Lots,of,awesome,packed,in,a,cute,little,restaurant.,Visited,here,on,numerous,occasions,and,never,had,to,wait,for
2464,41j3GB7M-Lwq284Pfb9zgw,2012-08-26,OGliW0Iolmdz8B-uJrDbDw,4,review,xV59HB14hq4XTecr3dFibw,0,0,0,I,cannot,speak,for,the,"food,",(though,the,menu,looked,unique,and,"tantalizing),",but,the,beer,selection,was,"great,",as
2465,mpdl2_v3MDJVzTaxvlEGTA,2012-07-22,7e5jVB1D6nmONQgM6loaeQ,4,review,gN03qFYysM5DbgjuV6N0QQ,1,2,0,My,GF,says,Take,me,out,for,a,rum,"drink,",I,says,your,wish,is,my,command.,"

Beautiful",little,restaurant
2466,giyl3pyGo6sbvsnn94f4Hg,2012-10-21,pQTYqf5JwTqDDoU6oeA4WQ,4,review,Sq2Ggj2UgbPH1wLS3tNZEg,0,0,0,We,really,enjoyed,lunch,today.,,Very,good,service,and,many,choices.,Coming,early,in,the,day,-,when,the
2467,TVJT7Xknd-ikf4vskcjKQw,2012-11-17,6Jhav65PlxHavnAPmZdZVA,4,review,RKo6f-phN2wcmjYjZQC9cg,0,0,0,Our,first,visit.,A,bit,quiet,on,a,Monday,night.,Service,was,fast,and,friendly.,Wife,and,I,shared,a
2468,6Kon3cR5ZEm5rmYKlpcfcw,2011-10-26,t4a_bUuC9r0MokdXveEKTQ,5,review,JJnS30Cjv5CBa1JXyZU5yw,2,1,1,Stayed,here,one,night,while,traveling,to,Phoenix,for,business.,,What,a,cool,hotel!,,I've,never,stayed,anywhere
2469,_GS1R0LTwr6h8rMWY_8U9Q,2007-07-20,V0EsJ8gw-NUFoiJcjcHb2Q,3,review,gq_G5VCDziyEV2-bzGuqzw,1,3,3,Pomeroy's,and,I,have,a,really,ass,backwards,relationship.,"

Typically,",the,purpose,a,bar,serves,me,is,to,quench,a
2470,YKOvlBNkF4KpUP9q7x862w,2009-03-04,ES4-S0n_LN5PmtJHmiwf8g,4,review,gvXV0RHOxI_WhT91LMPNNQ,3,2,2,I,was,toying,with,the,idea,of,going,on,the,wagon,for,a,few,weeks,when,I,met,my,friend
2471,TwMfahsPHFnkLiqqvyalAQ,2010-03-21,YE6RDG_LjkmYfJ8qvDPiAg,3,review,VcN9i7sPrGSOn4BnpOJ9tQ,1,1,1,Some,family,were,in,town,and,are,Blackhawks,fanatics,desperate,to,watch,the,game.,,This,was,the,only,place
2472,IAA95OWwU-MRnhFQD8t3JA,2012-10-31,nGGMwf0mWvUMccsIOmA3gw,3,review,7x6qY_vu6PQ4yvOoFurbMQ,0,0,0,I,took,my,family,here,using,a,groupon,and,it,was,just,ok.,,We,tried,to,go,on,Monday
2473,EMGkbiCMfMTflQux-_JY7Q,2011-12-16,Ik8YH1kSuT6yzuvlsfgtbA,3,review,w_hcSjqLeSZQL9Rx1UP-Tw,0,1,0,I,have,been,to,Butters,on,numerous,occasions,-,the,latest,being,with,three,senior,golfing,friends,from,out,of
2474,VwONNCUI93Qb4SgxvuBd-g,2010-04-20,P_5y1Vb4NHLqbe7EWczxQg,3,review,wY1vTvfdwAL1CgDcn2GhdQ,0,0,0,Fast,and,a,drive,thru.,What,more,is,there?,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
2475,gR6kAJiEfIf3MMELxFX1gQ,2011-01-23,rjtqtwPHnhekeaz2_JBftQ,5,review,khPlizt3ava1xkbtAxHQnw,0,0,0,This,place,is,so,great!,I,am,a,nanny,and,had,to,bring,in,a,dance,outfit,to,get,the
